iter	RMSE
520	0.6340740236
521	0.6337201367
522	0.6334312823
523	0.6325793332
524	0.6322998804
525	0.6319824463
526	0.6317488598
527	0.6313107681
528	0.6305603838
529	0.6299736821
530	0.6292337255
531	0.6290304021
532	0.6287310956
533	0.6280021675
534	0.627282799
535	0.6267339598
536	0.6260649514
537	0.6256342993
538	0.6250018062
539	0.6247755161
540	0.6243944595
541	0.6242299557
542	0.623900305
543	0.6231749789
544	0.6226808689
545	0.6221336462
546	0.6219100547
547	0.6215836796
548	0.6208567738
549	0.6200651121
550	0.6193595574
551	0.618714475
552	0.6176669782
553	0.6171983368
554	0.6169144363
555	0.616706059
556	0.6164143354
557	0.61562166
558	0.6153370681
559	0.6151772303
560	0.6149087934
561	0.6138393918
562	0.6135740793
563	0.6130860174
564	0.6126766763
565	0.612018383
566	0.6115068605
567	0.6107495747
568	0.6100698412
569	0.6094772493
570	0.6087934663
571	0.6083080793
572	0.6079332913
573	0.6075702989
574	0.6068922688
575	0.6065864485
576	0.606310231
577	0.605462019
578	0.6052036624
579	0.6047995126
580	0.6043489232
581	0.6035787659
582	0.6033092745
583	0.6030566903
584	0.6028957779
585	0.6022848845
586	0.6020822341
587	0.6016980512
588	0.6010908293
589	0.6005276978
590	0.5997488354
591	0.5994418486
592	0.5989441852
593	0.5981209462
594	0.5979851169
595	0.5976445269
596	0.5971608839
597	0.5962506611
598	0.5961044397
599	0.5958116308
600	0.5955288845
601	0.5953483075
602	0.595045658
603	0.5945167469
604	0.5938764957
605	0.5932771833
606	0.5925398464
607	0.5919414557
608	0.591796152
609	0.5914292241
610	0.5910070592
611	0.5905977715
612	0.590439966
613	0.5901615173
614	0.5899176692
615	0.5896996691
616	0.5891005061
617	0.5883434759
618	0.5878470911
619	0.5871032904
620	0.5863813872
621	0.5855634443
622	0.5853257118
623	0.584535087
624	0.5843359483
625	0.5838522984
626	0.5833096051
627	0.582760297
628	0.5820760051
629	0.5813408925
630	0.5807198389
631	0.5799507941
632	0.5796700817
633	0.5788733324
634	0.5786652517
635	0.5783393136
636	0.5780945523
637	0.577978006
638	0.5774579455
639	0.5769522562
640	0.5764511404
641	0.5758225204
642	0.5749200972
643	0.5747895846
644	0.5743579482
645	0.573792369
646	0.5733800445
647	0.5726488061
648	0.5721964174
649	0.5720802811
650	0.5717482897
651	0.5713447946
652	0.5709076473
653	0.5702450057
654	0.5697665684
655	0.5693608805
656	0.5687963103
657	0.5684274543
658	0.5680503591
659	0.5673682425
660	0.5671045931
661	0.5668545397
662	0.5662913231
663	0.5659044579
664	0.5651808612
665	0.5647783932
666	0.5645554286
667	0.5639466755
668	0.5637525846
669	0.5634776386
670	0.5632589469
671	0.5627942409
672	0.5624337087
673	0.5617142566
674	0.5615440933
675	0.560961452
676	0.5608408565
677	0.5603666803
678	0.56013021
679	0.5596797554
680	0.55891539
681	0.5586084412
682	0.5584742172
683	0.5582107099
684	0.5575844921
685	0.5574492617
686	0.5569783133
687	0.5564944196
688	0.5561178217
689	0.5557231779
690	0.5553328637
691	0.5551330464
692	0.5546506795
693	0.5544954287
694	0.5539772292
695	0.5533707859
696	0.5531455704
697	0.5529913207
698	0.5524534853
699	0.5522452578
700	0.5518280898
701	0.5516209786
702	0.5515308617
703	0.5510740467
704	0.5506442102
705	0.5504383221
706	0.5502577271
707	0.5496555879
708	0.5490953404
709	0.5488344096
710	0.5486870451
711	0.5483576813
712	0.5479102437
713	0.5472931916
714	0.547050216
715	0.5464930009
716	0.5459348418
717	0.5457067996
718	0.5452592847
719	0.5451476412
720	0.5447891957
721	0.5441727559
722	0.5436686925
723	0.5433794682
724	0.5430571886
725	0.5427786339
726	0.5422697098
727	0.5420795226
728	0.541702769
729	0.5412829417
730	0.5409152348
731	0.5405647823
732	0.5403187943
733	0.540158024
734	0.5397774275
735	0.5391732902
736	0.5386757628
737	0.5382082014
738	0.537634459
739	0.5372275173
740	0.5371186425
741	0.5367443695
742	0.5362871995
743	0.5357996292
744	0.5353298577
745	0.535011526
746	0.5348323184
747	0.5343544927
748	0.5338148852
749	0.5334591884
750	0.5333690454
751	0.5328169627
752	0.5323493406
753	0.5318565531
754	0.5316921677
755	0.5311266261
756	0.5307296065
757	0.5306205762
758	0.5302534167
759	0.5296254371
760	0.5290427157
761	0.5287393022
762	0.5282285225
763	0.5278080907
764	0.5275614752
765	0.5272014084
766	0.5267636871
767	0.5264006294
768	0.5259538879
769	0.5255206581
770	0.5250598774
771	0.5247837669
772	0.5246310073
773	0.5242062137
774	0.5236990337
775	0.5232329589
776	0.5229141172
777	0.5225765657
778	0.5220590268
779	0.5219162139
780	0.5215137455
781	0.5212550741
782	0.520687582
783	0.5203547445
784	0.5199926717
785	0.5194098434
786	0.5192433794
787	0.5189968778
788	0.5188129551
789	0.5184822931
790	0.5183671411
791	0.5177163354
792	0.517521034
793	0.5171916966
794	0.517113392
795	0.5165100144
796	0.5161352797
797	0.5157920207
798	0.5153230181
799	0.51487992
800	0.5144407753
801	0.5138464331
802	0.5132283678
803	0.5130508343
804	0.5125686389
805	0.5122129011
806	0.5116065275
807	0.5114546021
808	0.5111053105
809	0.5107479469
810	0.5106132363
811	0.5102279369
812	0.5097213392
813	0.5094158009
814	0.5091712412
815	0.5089509739
816	0.508282865
817	0.5080144847
818	0.5078199471
819	0.5073977765
820	0.5072168006
821	0.5070842652
822	0.5066158071
823	0.5063196589
824	0.506232306
825	0.5059508971
826	0.5055980791
827	0.5052687361
828	0.5049697651
829	0.5048619139
830	0.5043929328
831	0.5039034949
832	0.5035638634
833	0.5032292195
834	0.502748119
835	0.5026257058
836	0.5021106005
837	0.5019683916
838	0.5017530545
839	0.5012795269
840	0.5011275737
841	0.5006470204
842	0.5001961161
843	0.4998928567
844	0.4995484926
845	0.499149339
846	0.4987302791
847	0.4984184246
848	0.4979229199
849	0.4974150521
850	0.4972178295
851	0.4968505521
852	0.4964266985
853	0.4960445318
854	0.4956568049
855	0.4954173962
856	0.4952513903
857	0.4951349115
858	0.4950190035
859	0.4945269689
860	0.4941041166
861	0.4938765099
862	0.4935521574
863	0.4929924393
864	0.4927916269
865	0.4926494673
866	0.4924048739
867	0.4921336449
868	0.4919764114
869	0.4917586858
870	0.491629721
871	0.4915165746
872	0.4911865987
873	0.4908037275
874	0.490512077
875	0.4902170192
876	0.4901126756
877	0.4896983681
878	0.4896016348
879	0.4890344747
880	0.4888016447
881	0.4884826371
882	0.488222509
883	0.4878753435
884	0.4877137368
885	0.4875502807
886	0.4868430731
887	0.486706414
888	0.4864955466
889	0.4860357138
890	0.4858122718
891	0.4853979283
892	0.4850468424
893	0.4849253742
894	0.4846366839
895	0.4841778005
896	0.4839099265
897	0.4836430753
898	0.4831426534
899	0.4829738773
900	0.4826753437
901	0.4824680592
902	0.4821608854
903	0.4817682339
904	0.4816221106
905	0.4810954018
906	0.4806240675
907	0.4801913895
908	0.4800381736
909	0.4798401741
910	0.479573898
911	0.4790730869
912	0.4788942113
913	0.4786698526
914	0.4784084702
915	0.4782813091
916	0.4779102157
917	0.4777646225
918	0.4774472648
919	0.477155122
920	0.4770057334
921	0.4766137357
922	0.4763873263
923	0.4762113497
924	0.4758120015
925	0.4756615657
926	0.4752039528
927	0.4748755905
928	0.4744415069
929	0.4742142902
930	0.4738874057
931	0.4737185425
932	0.4735397712
933	0.4732417598
934	0.473126068
935	0.4729540731
936	0.4725634387
937	0.4723848212
938	0.4720477558
939	0.4718193196
940	0.4717095265
941	0.4713371312
942	0.4712332201
943	0.4708436264
944	0.4707398675
945	0.4703888241
946	0.4701578569
947	0.4700024001
948	0.4697419818
949	0.4692941646
950	0.4690016163
951	0.4688644312
952	0.4687809083
953	0.4685093916
954	0.4681410666
955	0.4680915356
956	0.4680119805
957	0.4676146474
958	0.4674623436
959	0.4670294251
960	0.4666330242
961	0.4662653143
962	0.4659686509
963	0.4656894525
964	0.4653738853
965	0.4651981999
966	0.4648910558
967	0.4648146965
968	0.4644594557
969	0.4641861812
970	0.4638441176
971	0.463542453
972	0.4631754456
973	0.4629057363
974	0.4625655102
975	0.462133368
976	0.4618454092
977	0.4617621214
978	0.4614821552
979	0.4610960872
980	0.4607150424
981	0.4606223072
982	0.4602440045
983	0.4598911959
984	0.4597606494
985	0.4596772
986	0.4594702589
987	0.4590341454
988	0.4586299959
989	0.4584829813
990	0.4582523219
991	0.4579161948
992	0.4578006964
993	0.457651872
994	0.4574660878
995	0.4571998836
996	0.4567998498
997	0.4566084619
998	0.4563319735
999	0.4561279399
